T      Tempo
100 | 15.544
101 | 23.747
102 | 22.333
103 | 27.671
104 | 17.462
105 | 19.391
106 | 26.544
107 | 28.034
108 | 20.342
109 | 20.017
110 | 25.971
111 | 16.170
112 | 30.765
113 | 29.429
114 | 24.332
115 | 22.306
116 | 19.707
117 | 20.358
118 | 22.479
119 | 22.774
120 | 26.667
121 | 24.925
122 | 21.663
123 | 19.417
124 | 13.182
125 | 28.685
126 | 14.629
127 | 17.935
128 | 20.238
129 | 19.960
130 | 25.007
131 | 22.855
132 | 22.286
133 | 25.811
134 | 19.644
135 | 27.112
136 | 21.184
137 | 17.754
138 | 22.652
139 | 14.890
140 | 21.857
141 | 21.107
142 | 22.257
143 | 20.586
144 | 16.416
145 | 19.683
146 | 24.193
147 | 29.159
148 | 22.725
149 | 17.502
