T      Tempo
100 | 14.505
101 | 16.430
102 | 15.611
103 | 19.353
104 | 12.338
105 | 18.517
106 | 17.099
107 | 20.461
108 | 18.972
109 | 27.652
110 | 19.202
111 | 24.563
112 | 22.384
113 | 19.186
114 | 15.517
115 | 19.632
116 | 20.609
117 | 21.321
118 | 26.754
119 | 15.388
120 | 20.291
121 | 17.867
122 | 22.032
123 | 14.909
124 | 20.250
125 | 20.716
126 | 18.664
127 | 20.968
128 | 16.742
129 | 16.658
130 | 19.193
131 | 15.842
132 | 19.564
133 | 14.193
134 | 14.877
135 | 21.613
136 | 14.878
137 | 21.325
138 | 23.264
139 | 16.593
140 | 19.592
141 | 15.380
142 | 19.294
143 | 16.894
144 | 19.979
145 | 18.097
146 | 16.641
147 | 23.632
148 | 21.012
149 | 23.301
150 | 15.044
